Distribution Center,Product Offering,Generation,SKU,ASP Group,Week,Forecasted Demand,Customer Orders
EPSILON,L,3,SKU-L-3,13,95,45414,8121
EPSILON,L,4,SKU-L-4,13,95,28089,7484
EPSILON,M,2,SKU-M-2,13,95,4554,3025
EPSILON,N,2,SKU-N-2,14,95,1561,2389
EPSILON,N,3,SKU-N-3,16,95,33631,2070
EPSILON,N,4,SKU-N-4,16,95,45223,9076
EPSILON,O,2,SKU-O-2,14,95,21401,318
EPSILON,O,3,SKU-O-3,14,95,41752,4140
EPSILON,O,4,SKU-O-4,14,95,25541,8758
EPSILON,Q,2,SKU-Q-2,14,95,7070,4299
EPSILON,Q,3,SKU-Q-3,14,95,67659,11306
EPSILON,Q,4,SKU-Q-4,14,95,64299,11943
EPSILON,R,4,SKU-R-4,15,95,62197,8121
EPSILON,S,2,SKU-S-2,15,95,8439,1274
EPSILON,S,3,SKU-S-3,16,95,138599,36624
EPSILON,S,4,SKU-S-4,16,95,42564,7484
EPSILON,T,3,SKU-T-3,17,95,42659,3981
EPSILON,T,4,SKU-T-4,17,95,24873,1911
EPSILON,U,3,SKU-U-3,17,95,282803,37102
EPSILON,U,4,SKU-U-4,18,95,67213,8121
EPSILON,V,4,SKU-V-4,18,95,25987,7803
EPSILON,W,4,SKU-W-4,21,95,37643,11943
ALPHA,A,2,SKU-A-2,1,96,1449,318
ALPHA,A,3,SKU-A-3,1,96,4475,2389
ALPHA,A,4,SKU-A-4,1,96,5255,1592
ALPHA,B,3,SKU-B-3,1,96,6879,4459
ALPHA,B,4,SKU-B-4,2,96,7707,318
ALPHA,C,2,SKU-C-2,4,96,748,796
ALPHA,C,4,SKU-C-4,4,96,6226,3344
ALPHA,F,4,SKU-F-4,8,96,6019,4936
ALPHA,H,3,SKU-H-3,10,96,6115,3344
ALPHA,H,4,SKU-H-4,10,96,2564,2389
ALPHA,I,3,SKU-I-3,14,96,605,1115
ALPHA,K,3,SKU-K-3,12,96,8057,1592
ALPHA,K,4,SKU-K-4,12,96,4188,1115
ALPHA,L,4,SKU-L-4,13,96,1306,796
ALPHA,Q,4,SKU-Q-4,14,96,494,2070
ALPHA,S,3,SKU-S-3,16,96,2038,796
BETA,A,3,SKU-A-3,1,96,143,637
BETA,A,4,SKU-A-4,1,96,2675,1115
BETA,B,3,SKU-B-3,1,96,398,318
BETA,C,3,SKU-C-3,4,96,223,159
BETA,C,4,SKU-C-4,4,96,5127,2070
BETA,E,3,SKU-E-3,7,96,525,1752
BETA,E,4,SKU-E-4,7,96,0,159
BETA,F,3,SKU-F-3,7,96,287,159
BETA,F,4,SKU-F-4,8,96,557,796
BETA,G,3,SKU-G-3,11,96,334,159
BETA,G,4,SKU-G-4,10,96,1210,637
BETA,H,4,SKU-H-4,10,96,0,318
BETA,I,4,SKU-I-4,14,96,573,796
BETA,K,3,SKU-K-3,12,96,0,637
BETA,K,4,SKU-K-4,12,96,255,159
BETA,L,4,SKU-L-4,13,96,0,159
BETA,N,3,SKU-N-3,16,96,175,159
BETA,N,4,SKU-N-4,16,96,0,478
BETA,O,3,SKU-O-3,14,96,0,159
BETA,O,4,SKU-O-4,14,96,0,159
BETA,S,3,SKU-S-3,16,96,334,478
BETA,S,4,SKU-S-4,16,96,541,159
BETA,U,3,SKU-U-3,17,96,175,159
BETA,U,4,SKU-U-4,18,96,0,159
GAMMA,A,3,SKU-A-3,1,96,987,9713
GAMMA,A,4,SKU-A-4,1,96,11401,9713
GAMMA,B,3,SKU-B-3,1,96,72070,17038
GAMMA,B,4,SKU-B-4,2,96,13726,11465
GAMMA,C,2,SKU-C-2,4,96,6688,3344
GAMMA,C,3,SKU-C-3,4,96,105414,5573
GAMMA,C,4,SKU-C-4,4,96,18217,6369
GAMMA,D,4,SKU-D-4,5,96,796,1752
GAMMA,E,2,SKU-E-2,7,96,48,159
GAMMA,E,3,SKU-E-3,7,96,2420,2548
GAMMA,E,4,SKU-E-4,7,96,796,159
GAMMA,F,3,SKU-F-3,7,96,8057,25478
GAMMA,F,4,SKU-F-4,8,96,19650,10987
GAMMA,G,3,SKU-G-3,11,96,589,318
GAMMA,G,4,SKU-G-4,10,96,4331,1911
GAMMA,H,2,SKU-H-2,9,96,4092,1592
GAMMA,H,3,SKU-H-3,10,96,31146,3185
GAMMA,H,4,SKU-H-4,10,96,9841,3822
GAMMA,I,3,SKU-I-3,14,96,701,159
GAMMA,I,4,SKU-I-4,14,96,1863,955
GAMMA,J,3,SKU-J-3,12,96,1513,637
GAMMA,K,2,SKU-K-2,11,96,589,637
GAMMA,K,3,SKU-K-3,12,96,23137,10350
GAMMA,K,4,SKU-K-4,12,96,19013,4936
GAMMA,L,3,SKU-L-3,13,96,1354,955
GAMMA,L,4,SKU-L-4,13,96,6306,1433
GAMMA,N,3,SKU-N-3,16,96,4156,318
GAMMA,N,4,SKU-N-4,16,96,4299,2866
GAMMA,O,2,SKU-O-2,14,96,4268,1115
GAMMA,O,4,SKU-O-4,14,96,11242,1592
GAMMA,Q,3,SKU-Q-3,14,96,2389,796
GAMMA,Q,4,SKU-Q-4,14,96,12102,4618
GAMMA,R,4,SKU-R-4,15,96,318,159
GAMMA,S,2,SKU-S-2,15,96,621,478
GAMMA,S,3,SKU-S-3,16,96,5987,796
GAMMA,S,4,SKU-S-4,16,96,4411,1115
GAMMA,T,3,SKU-T-3,17,96,2404,318
GAMMA,T,4,SKU-T-4,17,96,701,159
GAMMA,U,3,SKU-U-3,17,96,1592,1274
GAMMA,U,4,SKU-U-4,18,96,2675,2229
GAMMA,V,4,SKU-V-4,18,96,4395,2389
GAMMA,W,4,SKU-W-4,21,96,1561,159
DELTA,A,2,SKU-A-2,1,96,2229,955
DELTA,A,3,SKU-A-3,1,96,4777,1258
DELTA,A,4,SKU-A-4,1,96,25478,2755
DELTA,B,2,SKU-B-2,1,96,13439,8137
DELTA,B,3,SKU-B-3,1,96,28662,10971
DELTA,B,4,SKU-B-4,2,96,31847,11561
DELTA,C,2,SKU-C-2,4,96,35032,17373
DELTA,C,3,SKU-C-3,4,96,39809,29156
DELTA,C,4,SKU-C-4,4,96,63694,33201
DELTA,D,4,SKU-D-4,5,96,5732,3806
DELTA,E,2,SKU-E-2,7,96,2389,478
DELTA,E,3,SKU-E-3,7,96,12420,5287
DELTA,F,2,SKU-F-2,7,96,5096,3694
DELTA,F,3,SKU-F-3,7,96,54140,25732
DELTA,F,4,SKU-F-4,8,96,50955,21895
DELTA,G,3,SKU-G-3,11,96,5892,732
DELTA,G,4,SKU-G-4,10,96,10191,7723
DELTA,H,2,SKU-H-2,9,96,23885,6672
DELTA,H,3,SKU-H-3,10,96,27070,11592
DELTA,H,4,SKU-H-4,10,96,21975,16720
DELTA,I,2,SKU-I-2,10,96,637,557
DELTA,I,3,SKU-I-3,14,96,6369,796
DELTA,I,4,SKU-I-4,14,96,7643,6369
DELTA,J,4,SKU-J-4,12,96,3822,1592
DELTA,K,2,SKU-K-2,11,96,10828,3201
DELTA,K,3,SKU-K-3,12,96,79618,23615
DELTA,K,4,SKU-K-4,12,96,79618,18981
DELTA,L,2,SKU-L-2,12,96,15924,17102
DELTA,L,3,SKU-L-3,13,96,12420,3185
DELTA,L,4,SKU-L-4,13,96,23439,10860
DELTA,M,2,SKU-M-2,13,96,796,462
DELTA,N,2,SKU-N-2,14,96,2994,764
DELTA,N,3,SKU-N-3,16,96,13726,4172
DELTA,N,4,SKU-N-4,16,96,9236,3583
DELTA,O,2,SKU-O-2,14,96,12739,19904
DELTA,O,3,SKU-O-3,14,96,64108,5605
DELTA,O,4,SKU-O-4,14,96,15924,860
DELTA,Q,2,SKU-Q-2,14,96,1115,1545
DELTA,Q,3,SKU-Q-3,14,96,28662,9076
DELTA,Q,4,SKU-Q-4,14,96,31847,11624
DELTA,R,4,SKU-R-4,15,96,2389,796
DELTA,S,2,SKU-S-2,15,96,1911,2102
DELTA,S,3,SKU-S-3,16,96,20701,9236
DELTA,S,4,SKU-S-4,16,96,20701,6051
DELTA,T,3,SKU-T-3,17,96,9427,1592
DELTA,T,4,SKU-T-4,17,96,9554,2389
DELTA,U,3,SKU-U-3,17,96,13376,2548
DELTA,U,4,SKU-U-4,18,96,15924,4570
DELTA,V,4,SKU-V-4,18,96,5732,1990
DELTA,W,4,SKU-W-4,21,96,5732,2818
EPSILON,A,2,SKU-A-2,1,96,5717,1115
EPSILON,A,3,SKU-A-3,1,96,23153,6051
EPSILON,A,4,SKU-A-4,1,96,93057,14331
EPSILON,B,2,SKU-B-2,1,96,51162,14809
EPSILON,B,3,SKU-B-3,1,96,199873,22134
EPSILON,B,4,SKU-B-4,2,96,164857,16242
EPSILON,C,2,SKU-C-2,4,96,71035,6369
EPSILON,C,3,SKU-C-3,4,96,200255,78822
EPSILON,C,4,SKU-C-4,4,96,299427,44586
EPSILON,D,4,SKU-D-4,5,96,20732,7325
EPSILON,E,3,SKU-E-3,7,96,10255,3503
EPSILON,E,4,SKU-E-4,7,96,7866,3025
EPSILON,F,2,SKU-F-2,7,96,21067,3025
EPSILON,F,3,SKU-F-3,7,96,184968,31051
EPSILON,F,4,SKU-F-4,8,96,293710,26433
EPSILON,G,3,SKU-G-3,11,96,19490,7325
EPSILON,G,4,SKU-G-4,10,96,19920,7484
EPSILON,H,2,SKU-H-2,9,96,70382,20701
EPSILON,H,3,SKU-H-3,10,96,84968,29777
EPSILON,H,4,SKU-H-4,10,96,176115,29777
EPSILON,I,2,SKU-I-2,10,96,27373,4777
EPSILON,I,3,SKU-I-3,14,96,28806,7325
EPSILON,I,4,SKU-I-4,14,96,18025,4777
EPSILON,J,4,SKU-J-4,12,96,7643,2866
EPSILON,K,2,SKU-K-2,11,96,11943,2866
EPSILON,K,3,SKU-K-3,12,96,218408,40446
EPSILON,K,4,SKU-K-4,12,96,137532,11783
EPSILON,L,2,SKU-L-2,12,96,54841,796
EPSILON,L,3,SKU-L-3,13,96,50637,12420
EPSILON,L,4,SKU-L-4,13,96,92006,12898
EPSILON,M,2,SKU-M-2,13,96,5223,1592
EPSILON,N,2,SKU-N-2,14,96,2293,2070
EPSILON,N,3,SKU-N-3,16,96,27229,4140
EPSILON,N,4,SKU-N-4,16,96,50637,7166
EPSILON,O,2,SKU-O-2,14,96,58471,18153
EPSILON,O,3,SKU-O-3,14,96,40764,15605
EPSILON,O,4,SKU-O-4,14,96,68376,15605
EPSILON,Q,2,SKU-Q-2,14,96,8662,2389
EPSILON,Q,3,SKU-Q-3,14,96,95159,10987
EPSILON,Q,4,SKU-Q-4,14,96,225287,14331
EPSILON,R,4,SKU-R-4,15,96,44490,7643
EPSILON,S,2,SKU-S-2,15,96,4857,1115
EPSILON,S,3,SKU-S-3,16,96,120064,11943
EPSILON,S,4,SKU-S-4,16,96,87994,13057
EPSILON,T,3,SKU-T-3,17,96,33010,9236
EPSILON,T,4,SKU-T-4,17,96,59570,7803
EPSILON,U,3,SKU-U-3,17,96,256529,29299
EPSILON,U,4,SKU-U-4,18,96,56513,6210
EPSILON,V,4,SKU-V-4,18,96,29761,5573
EPSILON,W,4,SKU-W-4,21,96,63121,10191
ALPHA,A,3,SKU-A-3,1,97,5111,2070
ALPHA,A,4,SKU-A-4,1,97,7086,1752
ALPHA,B,3,SKU-B-3,1,97,7866,9236
ALPHA,B,4,SKU-B-4,2,97,8583,2548
ALPHA,C,2,SKU-C-2,4,97,1083,1592
ALPHA,C,3,SKU-C-3,4,97,10334,17516
ALPHA,C,4,SKU-C-4,4,97,7118,14172
ALPHA,F,2,SKU-F-2,7,97,430,159
ALPHA,F,3,SKU-F-3,7,97,7930,4140
ALPHA,F,4,SKU-F-4,8,97,6879,4299
ALPHA,G,3,SKU-G-3,11,97,255,637
ALPHA,H,3,SKU-H-3,10,97,6799,4299
ALPHA,H,4,SKU-H-4,10,97,2930,3185
ALPHA,I,2,SKU-I-2,10,97,127,318
ALPHA,I,3,SKU-I-3,14,97,637,955
ALPHA,K,3,SKU-K-3,12,97,8057,6369
ALPHA,K,4,SKU-K-4,12,97,4459,3822
ALPHA,L,4,SKU-L-4,13,97,0,478
ALPHA,N,3,SKU-N-3,16,97,637,796
ALPHA,N,4,SKU-N-4,16,97,255,478
ALPHA,O,2,SKU-O-2,14,97,127,318
ALPHA,Q,4,SKU-Q-4,14,97,0,318
ALPHA,R,4,SKU-R-4,15,97,0,159
ALPHA,S,3,SKU-S-3,16,97,2182,478
ALPHA,U,3,SKU-U-3,17,97,318,478
ALPHA,W,4,SKU-W-4,21,97,0,159
BETA,A,3,SKU-A-3,1,97,111,318
BETA,A,4,SKU-A-4,1,97,2548,796
BETA,B,3,SKU-B-3,1,97,382,955
BETA,B,4,SKU-B-4,2,97,287,159
BETA,C,3,SKU-C-3,4,97,159,478
BETA,C,4,SKU-C-4,4,97,5446,1911
BETA,D,4,SKU-D-4,5,97,350,796
BETA,E,3,SKU-E-3,7,97,605,1911
BETA,E,4,SKU-E-4,7,97,0,318
BETA,F,3,SKU-F-3,7,97,318,796
BETA,G,3,SKU-G-3,11,97,350,637
BETA,G,4,SKU-G-4,10,97,1210,955
BETA,H,3,SKU-H-3,10,97,318,637
BETA,H,4,SKU-H-4,10,97,255,159
BETA,I,3,SKU-I-3,14,97,223,478
BETA,I,4,SKU-I-4,14,97,637,318
BETA,K,3,SKU-K-3,12,97,0,1911
BETA,L,3,SKU-L-3,13,97,0,159
BETA,L,4,SKU-L-4,13,97,0,159
BETA,N,3,SKU-N-3,16,97,255,159
BETA,N,4,SKU-N-4,16,97,350,955
BETA,O,4,SKU-O-4,14,97,0,159
BETA,Q,3,SKU-Q-3,14,97,239,159
BETA,S,3,SKU-S-3,16,97,414,159
BETA,S,4,SKU-S-4,16,97,0,159
GAMMA,A,2,SKU-A-2,1,97,32,159
GAMMA,A,3,SKU-A-3,1,97,796,41083
GAMMA,A,4,SKU-A-4,1,97,9745,5096
GAMMA,B,2,SKU-B-2,1,97,1019,955
GAMMA,B,3,SKU-B-3,1,97,71624,46815
GAMMA,B,4,SKU-B-4,2,97,11847,7166
GAMMA,C,2,SKU-C-2,4,97,12611,4936
GAMMA,C,3,SKU-C-3,4,97,104363,36146
GAMMA,C,4,SKU-C-4,4,97,17261,24841
GAMMA,D,4,SKU-D-4,5,97,2898,2548
GAMMA,E,2,SKU-E-2,7,97,0,159
GAMMA,E,3,SKU-E-3,7,97,1529,2229
GAMMA,E,4,SKU-E-4,7,97,892,318
GAMMA,F,2,SKU-F-2,7,97,239,1433
GAMMA,F,3,SKU-F-3,7,97,7675,60669
GAMMA,F,4,SKU-F-4,8,97,18567,14490
GAMMA,G,3,SKU-G-3,11,97,924,2707
GAMMA,G,4,SKU-G-4,10,97,4268,2866
GAMMA,H,2,SKU-H-2,9,97,7962,1911
GAMMA,H,3,SKU-H-3,10,97,15446,1911
GAMMA,H,4,SKU-H-4,10,97,9682,5892
GAMMA,I,2,SKU-I-2,10,97,175,478
GAMMA,I,3,SKU-I-3,14,97,541,1115
GAMMA,I,4,SKU-I-4,14,97,3631,955
GAMMA,J,3,SKU-J-3,12,97,0,2389
GAMMA,K,2,SKU-K-2,11,97,478,796
GAMMA,K,3,SKU-K-3,12,97,38217,21815
GAMMA,K,4,SKU-K-4,12,97,18822,8917
GAMMA,L,2,SKU-L-2,12,97,18662,25159
GAMMA,L,3,SKU-L-3,13,97,0,796
GAMMA,L,4,SKU-L-4,13,97,1592,5255
GAMMA,M,2,SKU-M-2,13,97,64,159
GAMMA,N,2,SKU-N-2,14,97,32,955
GAMMA,N,3,SKU-N-3,16,97,3694,2389
GAMMA,N,4,SKU-N-4,16,97,2309,1911
GAMMA,O,2,SKU-O-2,14,97,1990,2229
GAMMA,O,3,SKU-O-3,14,97,9554,3185
GAMMA,O,4,SKU-O-4,14,97,4777,6051
GAMMA,Q,2,SKU-Q-2,14,97,175,1592
GAMMA,Q,3,SKU-Q-3,14,97,2389,2707
GAMMA,Q,4,SKU-Q-4,14,97,1274,2070
GAMMA,S,2,SKU-S-2,15,97,494,1115
GAMMA,S,3,SKU-S-3,16,97,5796,3822
GAMMA,S,4,SKU-S-4,16,97,1592,955
GAMMA,T,3,SKU-T-3,17,97,4522,1115
GAMMA,T,4,SKU-T-4,17,97,1338,478
GAMMA,U,3,SKU-U-3,17,97,2484,1592
GAMMA,U,4,SKU-U-4,18,97,2611,637
GAMMA,V,4,SKU-V-4,18,97,2197,796
GAMMA,W,4,SKU-W-4,21,97,796,955
DELTA,A,2,SKU-A-2,1,97,2229,1465
DELTA,A,3,SKU-A-3,1,97,9554,303
DELTA,A,4,SKU-A-4,1,97,25478,11863
DELTA,B,2,SKU-B-2,1,97,6401,4745
DELTA,B,3,SKU-B-3,1,97,28662,6226
DELTA,B,4,SKU-B-4,2,97,38217,8710
DELTA,C,2,SKU-C-2,4,97,35032,14761
DELTA,C,3,SKU-C-3,4,97,39809,14841
DELTA,C,4,SKU-C-4,4,97,63694,36576
DELTA,D,4,SKU-D-4,5,97,9076,924
DELTA,E,2,SKU-E-2,7,97,1194,271
DELTA,E,3,SKU-E-3,7,97,12420,7723
DELTA,F,2,SKU-F-2,7,97,5096,2548
DELTA,F,3,SKU-F-3,7,97,54140,25908
DELTA,F,4,SKU-F-4,8,97,50955,21768
DELTA,G,3,SKU-G-3,11,97,5892,1146
DELTA,G,4,SKU-G-4,10,97,5255,557
DELTA,H,2,SKU-H-2,9,97,23885,17866
DELTA,H,3,SKU-H-3,10,97,27070,4427
DELTA,H,4,SKU-H-4,10,97,21975,8169
DELTA,I,2,SKU-I-2,10,97,1274,1131
DELTA,I,3,SKU-I-3,14,97,6369,764
DELTA,I,4,SKU-I-4,14,97,8599,3057
DELTA,J,3,SKU-J-3,12,97,4777,478
DELTA,J,4,SKU-J-4,12,97,1911,318
DELTA,K,2,SKU-K-2,11,97,10828,16640
DELTA,K,3,SKU-K-3,12,97,79618,40557
DELTA,K,4,SKU-K-4,12,97,39809,8519
DELTA,L,2,SKU-L-2,12,97,15924,14745
DELTA,L,3,SKU-L-3,13,97,24841,2389
DELTA,L,4,SKU-L-4,13,97,23312,7548
DELTA,N,2,SKU-N-2,14,97,2357,1433
DELTA,N,3,SKU-N-3,16,97,13726,4666
DELTA,N,4,SKU-N-4,16,97,4618,1943
DELTA,O,2,SKU-O-2,14,97,12739,5334
DELTA,O,3,SKU-O-3,14,97,86401,6513
DELTA,O,4,SKU-O-4,14,97,16720,7213
DELTA,Q,2,SKU-Q-2,14,97,1115,3790
DELTA,Q,3,SKU-Q-3,14,97,27070,11943
DELTA,Q,4,SKU-Q-4,14,97,54140,5892
DELTA,R,4,SKU-R-4,15,97,2389,1592
DELTA,S,2,SKU-S-2,15,97,1592,2357
DELTA,S,3,SKU-S-3,16,97,17516,7994
DELTA,S,4,SKU-S-4,16,97,20701,3010
DELTA,T,3,SKU-T-3,17,97,9427,2389
DELTA,T,4,SKU-T-4,17,97,9554,1019
DELTA,U,3,SKU-U-3,17,97,12739,4092
DELTA,U,4,SKU-U-4,18,97,8758,955
DELTA,V,4,SKU-V-4,18,97,11465,1115
DELTA,W,4,SKU-W-4,21,97,2866,1115
EPSILON,A,2,SKU-A-2,1,97,11433,2866
EPSILON,A,3,SKU-A-3,1,97,23153,1115
EPSILON,A,4,SKU-A-4,1,97,93057,7643
EPSILON,B,2,SKU-B-2,1,97,68217,11146
EPSILON,B,3,SKU-B-3,1,97,129236,12420
EPSILON,B,4,SKU-B-4,2,97,109809,3025
EPSILON,C,2,SKU-C-2,4,97,68551,30255
EPSILON,C,3,SKU-C-3,4,97,142357,9236
EPSILON,C,4,SKU-C-4,4,97,452866,28981
EPSILON,D,4,SKU-D-4,5,97,20732,5732
EPSILON,E,3,SKU-E-3,7,97,20414,10987
EPSILON,F,2,SKU-F-2,7,97,6943,3025
EPSILON,F,3,SKU-F-3,7,97,226433,41401
EPSILON,F,4,SKU-F-4,8,97,264968,67357
EPSILON,G,3,SKU-G-3,11,97,25860,7962
EPSILON,G,4,SKU-G-4,10,97,28344,6210
EPSILON,H,2,SKU-H-2,9,97,52118,9076
EPSILON,H,3,SKU-H-3,10,97,84395,25478
EPSILON,H,4,SKU-H-4,10,97,153567,23726
EPSILON,I,2,SKU-I-2,10,97,27182,5892
EPSILON,I,3,SKU-I-3,14,97,28280,1115
EPSILON,I,4,SKU-I-4,14,97,35924,6210
EPSILON,J,4,SKU-J-4,12,97,2516,1752
EPSILON,K,2,SKU-K-2,11,97,11799,5732
EPSILON,K,3,SKU-K-3,12,97,259475,10987
EPSILON,K,4,SKU-K-4,12,97,160955,19268
EPSILON,L,2,SKU-L-2,12,97,82166,5573
EPSILON,L,3,SKU-L-3,13,97,50207,7643
EPSILON,L,4,SKU-L-4,13,97,92197,10510
EPSILON,M,2,SKU-M-2,13,97,5127,2070
EPSILON,N,2,SKU-N-2,14,97,1720,1592
EPSILON,N,3,SKU-N-3,16,97,36115,8280
EPSILON,N,4,SKU-N-4,16,97,50541,9076
EPSILON,O,2,SKU-O-2,14,97,38949,9713
EPSILON,O,3,SKU-O-3,14,97,40000,3662
EPSILON,O,4,SKU-O-4,14,97,34108,5573
EPSILON,Q,2,SKU-Q-2,14,97,4236,3025
EPSILON,Q,3,SKU-Q-3,14,97,131990,32006
EPSILON,Q,4,SKU-Q-4,14,97,119873,13854
EPSILON,R,4,SKU-R-4,15,97,31863,12420
EPSILON,S,2,SKU-S-2,15,97,9650,2548
EPSILON,S,3,SKU-S-3,16,97,85510,29618
EPSILON,S,4,SKU-S-4,16,97,89570,2548
EPSILON,T,3,SKU-T-3,17,97,42675,10191
EPSILON,T,4,SKU-T-4,17,97,40223,2070
EPSILON,U,3,SKU-U-3,17,97,213057,42834
EPSILON,U,4,SKU-U-4,18,97,58376,13376
EPSILON,V,4,SKU-V-4,18,97,29570,6369
EPSILON,W,4,SKU-W-4,21,97,54076,9713
ALPHA,A,2,SKU-A-2,1,98,1529,159
ALPHA,A,3,SKU-A-3,1,98,5080,6529
ALPHA,A,4,SKU-A-4,1,98,8806,4777
ALPHA,B,3,SKU-B-3,1,98,7850,5573
ALPHA,B,4,SKU-B-4,2,98,11768,1911
ALPHA,C,2,SKU-C-2,4,98,892,159
ALPHA,C,3,SKU-C-3,4,98,10303,5573
ALPHA,C,4,SKU-C-4,4,98,9013,3185
ALPHA,D,4,SKU-D-4,5,98,1385,159
ALPHA,F,3,SKU-F-3,7,98,7930,12739
ALPHA,F,4,SKU-F-4,8,98,7309,5732
ALPHA,H,3,SKU-H-3,10,98,6083,1433
ALPHA,H,4,SKU-H-4,10,98,2914,1752
ALPHA,I,3,SKU-I-3,14,98,637,796
ALPHA,K,3,SKU-K-3,12,98,8057,3025
ALPHA,K,4,SKU-K-4,12,98,4427,3025
ALPHA,N,3,SKU-N-3,16,98,637,796
ALPHA,N,4,SKU-N-4,16,98,255,159
ALPHA,Q,4,SKU-Q-4,14,98,0,159
ALPHA,S,3,SKU-S-3,16,98,2182,1752
ALPHA,U,4,SKU-U-4,18,98,525,478
ALPHA,W,4,SKU-W-4,21,98,0,159
BETA,B,3,SKU-B-3,1,98,255,318
BETA,C,4,SKU-C-4,4,98,3535,955
BETA,D,4,SKU-D-4,5,98,64,318
BETA,E,3,SKU-E-3,7,98,255,637
BETA,F,4,SKU-F-4,8,98,191,318
BETA,G,4,SKU-G-4,10,98,446,955
BETA,H,4,SKU-H-4,10,98,64,478
BETA,I,3,SKU-I-3,14,98,127,478
BETA,I,4,SKU-I-4,14,98,287,318
BETA,K,3,SKU-K-3,12,98,0,159
BETA,K,4,SKU-K-4,12,98,64,478
BETA,L,4,SKU-L-4,13,98,0,159
BETA,N,4,SKU-N-4,16,98,127,318
BETA,Q,4,SKU-Q-4,14,98,0,478
BETA,S,3,SKU-S-3,16,98,127,159
BETA,T,3,SKU-T-3,17,98,64,318
BETA,U,4,SKU-U-4,18,98,0,159
GAMMA,A,3,SKU-A-3,1,98,541,42038
GAMMA,A,4,SKU-A-4,1,98,6975,9395
GAMMA,B,2,SKU-B-2,1,98,32,478
GAMMA,B,3,SKU-B-3,1,98,68535,33280
GAMMA,B,4,SKU-B-4,2,98,7962,12420
GAMMA,C,2,SKU-C-2,4,98,10191,6369
GAMMA,C,3,SKU-C-3,4,98,97675,56369
GAMMA,C,4,SKU-C-4,4,98,13121,7325
GAMMA,D,4,SKU-D-4,5,98,2229,1752
GAMMA,E,2,SKU-E-2,7,98,0,159
GAMMA,E,3,SKU-E-3,7,98,414,14331
GAMMA,E,4,SKU-E-4,7,98,812,159
GAMMA,F,2,SKU-F-2,7,98,16,478
GAMMA,F,3,SKU-F-3,7,98,3471,33280
GAMMA,F,4,SKU-F-4,8,98,13280,4459
GAMMA,G,3,SKU-G-3,11,98,350,1911
GAMMA,G,4,SKU-G-4,10,98,3503,3344
GAMMA,H,2,SKU-H-2,9,98,3344,478
GAMMA,H,3,SKU-H-3,10,98,29554,17516
GAMMA,H,4,SKU-H-4,10,98,8312,8121
GAMMA,I,2,SKU-I-2,10,98,143,478
GAMMA,I,3,SKU-I-3,14,98,3567,1433
GAMMA,I,4,SKU-I-4,14,98,3089,1274
GAMMA,J,3,SKU-J-3,12,98,318,1911
GAMMA,K,2,SKU-K-2,11,98,159,159
GAMMA,K,3,SKU-K-3,12,98,38217,28025
GAMMA,K,4,SKU-K-4,12,98,16624,13057
GAMMA,L,2,SKU-L-2,12,98,20828,61306
GAMMA,L,3,SKU-L-3,13,98,9554,4777
GAMMA,L,4,SKU-L-4,13,98,1592,3185
GAMMA,M,2,SKU-M-2,13,98,0,637
GAMMA,N,2,SKU-N-2,14,98,0,318
GAMMA,N,3,SKU-N-3,16,98,1863,2389
GAMMA,N,4,SKU-N-4,16,98,3217,3503
GAMMA,O,2,SKU-O-2,14,98,1146,1433
GAMMA,O,3,SKU-O-3,14,98,3185,1433
GAMMA,O,4,SKU-O-4,14,98,4777,2229
GAMMA,Q,2,SKU-Q-2,14,98,32,318
GAMMA,Q,3,SKU-Q-3,14,98,1592,2866
GAMMA,Q,4,SKU-Q-4,14,98,1274,2707
GAMMA,R,4,SKU-R-4,15,98,32,3503
GAMMA,S,3,SKU-S-3,16,98,7803,4140
GAMMA,S,4,SKU-S-4,16,98,1592,2866
GAMMA,T,3,SKU-T-3,17,98,3439,1274
GAMMA,T,4,SKU-T-4,17,98,255,318
GAMMA,U,3,SKU-U-3,17,98,430,955
GAMMA,U,4,SKU-U-4,18,98,2166,955
GAMMA,V,4,SKU-V-4,18,98,3248,955
GAMMA,W,4,SKU-W-4,21,98,1592,796
DELTA,A,3,SKU-A-3,1,98,5096,1975
DELTA,A,4,SKU-A-4,1,98,15924,2389
DELTA,B,2,SKU-B-2,1,98,12803,5494
DELTA,B,3,SKU-B-3,1,98,28662,9809
DELTA,B,4,SKU-B-4,2,98,15924,2070
DELTA,C,2,SKU-C-2,4,98,31847,8424
DELTA,C,3,SKU-C-3,4,98,39809,16592
DELTA,C,4,SKU-C-4,4,98,22293,16592
DELTA,D,4,SKU-D-4,5,98,5732,3185
DELTA,E,3,SKU-E-3,7,98,12420,2866
DELTA,E,4,SKU-E-4,7,98,11449,159
DELTA,F,3,SKU-F-3,7,98,20701,8439
DELTA,F,4,SKU-F-4,8,98,41401,23726
DELTA,G,3,SKU-G-3,11,98,6210,398
DELTA,G,4,SKU-G-4,10,98,5255,1258
DELTA,H,2,SKU-H-2,9,98,19108,8678
DELTA,H,3,SKU-H-3,10,98,22293,4140
DELTA,H,4,SKU-H-4,10,98,23885,10494
DELTA,I,2,SKU-I-2,10,98,637,557
DELTA,I,3,SKU-I-3,14,98,6369,2962
DELTA,I,4,SKU-I-4,14,98,4299,924
DELTA,J,3,SKU-J-3,12,98,5573,2978
DELTA,J,4,SKU-J-4,12,98,1911,159
