Distribution Center,Product Offering,Generation,SKU,ASP Group,Week,Forecasted Demand,Customer Orders
EPSILON,R,4,SKU-R-4,15,133,33631,12898
EPSILON,S,3,SKU-S-3,16,133,5382,318
EPSILON,S,4,SKU-S-4,16,133,92357,75318
EPSILON,T,4,SKU-T-4,17,133,41083,19904
EPSILON,U,3,SKU-U-3,17,133,61720,7325
EPSILON,U,4,SKU-U-4,18,133,83631,42834
EPSILON,V,4,SKU-V-4,18,133,26433,19268
EPSILON,W,4,SKU-W-4,21,133,134156,35669
ALPHA,A,4,SKU-A-4,1,134,6640,2866
ALPHA,B,4,SKU-B-4,2,134,9347,1592
ALPHA,C,3,SKU-C-3,4,134,1146,11624
ALPHA,C,4,SKU-C-4,4,134,69363,3503
ALPHA,D,4,SKU-D-4,5,134,1338,159
ALPHA,F,3,SKU-F-3,7,134,0,159
ALPHA,F,4,SKU-F-4,8,134,18885,18312
ALPHA,H,4,SKU-H-4,10,134,14904,7484
ALPHA,I,4,SKU-I-4,14,134,5446,1115
ALPHA,K,4,SKU-K-4,12,134,9936,10350
ALPHA,L,4,SKU-L-4,13,134,3869,3344
ALPHA,N,4,SKU-N-4,16,134,2834,3344
ALPHA,O,4,SKU-O-4,14,134,9299,5414
ALPHA,Q,4,SKU-Q-4,14,134,6242,1592
ALPHA,S,4,SKU-S-4,16,134,2086,955
ALPHA,U,4,SKU-U-4,18,134,1624,159
BETA,A,4,SKU-A-4,1,134,1003,796
BETA,C,4,SKU-C-4,4,134,701,478
BETA,G,4,SKU-G-4,10,134,621,955
BETA,I,4,SKU-I-4,14,134,510,318
BETA,L,4,SKU-L-4,13,134,207,1752
BETA,S,4,SKU-S-4,16,134,653,318
BETA,U,4,SKU-U-4,18,134,80,637
GAMMA,A,3,SKU-A-3,1,134,30255,4777
GAMMA,A,4,SKU-A-4,1,134,40478,13057
GAMMA,B,3,SKU-B-3,1,134,12834,4459
GAMMA,B,4,SKU-B-4,2,134,69172,8758
GAMMA,C,3,SKU-C-3,4,134,29331,20382
GAMMA,C,4,SKU-C-4,4,134,161369,84236
GAMMA,D,4,SKU-D-4,5,134,16975,9554
GAMMA,E,4,SKU-E-4,7,134,2038,8758
GAMMA,F,4,SKU-F-4,8,134,108105,28185
GAMMA,G,3,SKU-G-3,11,134,255,159
GAMMA,G,4,SKU-G-4,10,134,8535,3662
GAMMA,H,3,SKU-H-3,10,134,3599,2229
GAMMA,H,4,SKU-H-4,10,134,105127,15605
GAMMA,I,4,SKU-I-4,14,134,11847,6210
GAMMA,J,4,SKU-J-4,12,134,510,318
GAMMA,K,4,SKU-K-4,12,134,39745,23726
GAMMA,L,3,SKU-L-3,13,134,11067,2389
GAMMA,L,4,SKU-L-4,13,134,22166,11783
GAMMA,N,4,SKU-N-4,16,134,13726,4777
GAMMA,O,3,SKU-O-3,14,134,258790,224045
GAMMA,O,4,SKU-O-4,14,134,15828,12739
GAMMA,P,4,SKU-P-4,10,134,262882,22293
GAMMA,Q,3,SKU-Q-3,14,134,80589,19108
GAMMA,Q,4,SKU-Q-4,14,134,29618,7484
GAMMA,R,4,SKU-R-4,15,134,2452,2707
GAMMA,S,3,SKU-S-3,16,134,573,1115
GAMMA,S,4,SKU-S-4,16,134,20096,4299
GAMMA,T,3,SKU-T-3,17,134,159,159
GAMMA,T,4,SKU-T-4,17,134,1529,478
GAMMA,U,4,SKU-U-4,18,134,7771,3822
GAMMA,V,4,SKU-V-4,18,134,6274,3344
GAMMA,W,4,SKU-W-4,21,134,5287,2070
DELTA,A,3,SKU-A-3,1,134,398,48
DELTA,A,4,SKU-A-4,1,134,23885,11624
DELTA,B,3,SKU-B-3,1,134,955,685
DELTA,B,4,SKU-B-4,2,134,41401,17261
DELTA,C,3,SKU-C-3,4,134,1752,159
DELTA,C,4,SKU-C-4,4,134,143312,109331
DELTA,D,4,SKU-D-4,5,134,16561,7914
DELTA,E,3,SKU-E-3,7,134,796,96
DELTA,E,4,SKU-E-4,7,134,13057,1194
DELTA,F,3,SKU-F-3,7,134,1115,9602
DELTA,F,4,SKU-F-4,8,134,108280,33758
DELTA,G,3,SKU-G-3,11,134,621,48
DELTA,G,4,SKU-G-4,10,134,15924,2787
DELTA,H,3,SKU-H-3,10,134,1115,96
DELTA,H,4,SKU-H-4,10,134,55732,26545
DELTA,I,4,SKU-I-4,14,134,15287,5780
DELTA,J,3,SKU-J-3,12,134,11943,1672
DELTA,J,4,SKU-J-4,12,134,7643,2038
DELTA,K,3,SKU-K-3,12,134,11146,1497
DELTA,K,4,SKU-K-4,12,134,49363,37182
DELTA,L,3,SKU-L-3,13,134,637,2452
DELTA,L,4,SKU-L-4,13,134,47771,25111
DELTA,N,3,SKU-N-3,16,134,1115,430
DELTA,N,4,SKU-N-4,16,134,19108,14873
DELTA,O,4,SKU-O-4,14,134,23885,15557
DELTA,Q,3,SKU-Q-3,14,134,796,478
DELTA,Q,4,SKU-Q-4,14,134,41401,26131
DELTA,S,3,SKU-S-3,16,134,2389,1051
DELTA,S,4,SKU-S-4,16,134,38217,25334
DELTA,T,4,SKU-T-4,17,134,10828,10478
DELTA,U,4,SKU-U-4,18,134,9554,3344
DELTA,V,4,SKU-V-4,18,134,11783,10828
DELTA,W,4,SKU-W-4,21,134,12739,1099
EPSILON,A,4,SKU-A-4,1,134,55096,15127
EPSILON,B,3,SKU-B-3,1,134,5096,637
EPSILON,B,4,SKU-B-4,2,134,90955,7006
EPSILON,C,3,SKU-C-3,4,134,12707,2707
EPSILON,C,4,SKU-C-4,4,134,746815,91083
EPSILON,D,4,SKU-D-4,5,134,48790,13376
EPSILON,E,3,SKU-E-3,7,134,1959,1911
EPSILON,E,4,SKU-E-4,7,134,13280,1752
EPSILON,F,3,SKU-F-3,7,134,50955,8280
EPSILON,F,4,SKU-F-4,8,134,566083,62420
EPSILON,G,3,SKU-G-3,11,134,1385,318
EPSILON,G,4,SKU-G-4,10,134,67134,9554
EPSILON,H,3,SKU-H-3,10,134,5860,2548
EPSILON,H,4,SKU-H-4,10,134,194268,54299
EPSILON,I,4,SKU-I-4,14,134,58280,19427
EPSILON,J,3,SKU-J-3,12,134,2484,11465
EPSILON,J,4,SKU-J-4,12,134,4124,3185
EPSILON,K,3,SKU-K-3,12,134,22866,12898
EPSILON,K,4,SKU-K-4,12,134,131369,23089
EPSILON,L,4,SKU-L-4,13,134,283041,25318
EPSILON,N,3,SKU-N-3,16,134,3201,1752
EPSILON,N,4,SKU-N-4,16,134,64968,25000
EPSILON,O,3,SKU-O-3,14,134,7803,2389
EPSILON,O,4,SKU-O-4,14,134,142548,70223
EPSILON,Q,3,SKU-Q-3,14,134,21656,2389
EPSILON,Q,4,SKU-Q-4,14,134,303248,78822
EPSILON,R,4,SKU-R-4,15,134,22420,2070
EPSILON,S,3,SKU-S-3,16,134,5382,1115
EPSILON,S,4,SKU-S-4,16,134,138535,18949
EPSILON,T,3,SKU-T-3,17,134,9682,1433
EPSILON,T,4,SKU-T-4,17,134,27389,6529
EPSILON,U,3,SKU-U-3,17,134,94904,7962
EPSILON,U,4,SKU-U-4,18,134,62723,27389
EPSILON,V,4,SKU-V-4,18,134,39650,17834
EPSILON,W,4,SKU-W-4,21,134,107325,19427
ALPHA,A,4,SKU-A-4,1,135,12484,8280
ALPHA,B,3,SKU-B-3,1,135,2229,637
ALPHA,B,4,SKU-B-4,2,135,23312,3025
ALPHA,C,4,SKU-C-4,4,135,55796,45860
ALPHA,D,4,SKU-D-4,5,135,1768,955
ALPHA,F,4,SKU-F-4,8,135,29395,36146
ALPHA,G,4,SKU-G-4,10,135,1545,796
ALPHA,H,4,SKU-H-4,10,135,8455,2707
ALPHA,I,4,SKU-I-4,14,135,2659,159
ALPHA,K,3,SKU-K-3,12,135,0,159
ALPHA,K,4,SKU-K-4,12,135,12930,2707
ALPHA,L,4,SKU-L-4,13,135,4618,1752
ALPHA,N,4,SKU-N-4,16,135,2898,318
ALPHA,O,4,SKU-O-4,14,135,4252,318
ALPHA,Q,4,SKU-Q-4,14,135,6178,478
ALPHA,S,4,SKU-S-4,16,135,2500,2070
ALPHA,U,4,SKU-U-4,18,135,1592,159
ALPHA,W,4,SKU-W-4,21,135,478,796
BETA,A,4,SKU-A-4,1,135,1561,318
BETA,C,4,SKU-C-4,4,135,2166,318
BETA,G,4,SKU-G-4,10,135,621,159
BETA,I,4,SKU-I-4,14,135,557,159
GAMMA,A,3,SKU-A-3,1,135,30255,53185
GAMMA,A,4,SKU-A-4,1,135,83248,36306
GAMMA,B,3,SKU-B-3,1,135,13057,17357
GAMMA,B,4,SKU-B-4,2,135,62675,20223
GAMMA,C,3,SKU-C-3,4,135,42038,19427
GAMMA,C,4,SKU-C-4,4,135,232978,104140
GAMMA,D,4,SKU-D-4,5,135,34013,9554
GAMMA,E,4,SKU-E-4,7,135,2659,318
GAMMA,F,3,SKU-F-3,7,135,10987,4777
GAMMA,F,4,SKU-F-4,8,135,96815,58758
GAMMA,G,4,SKU-G-4,10,135,18583,2389
GAMMA,H,3,SKU-H-3,10,135,8854,955
GAMMA,H,4,SKU-H-4,10,135,136146,26115
GAMMA,I,4,SKU-I-4,14,135,15605,3662
GAMMA,J,4,SKU-J-4,12,135,541,159
GAMMA,K,4,SKU-K-4,12,135,59475,27070
GAMMA,L,3,SKU-L-3,13,135,1019,478
GAMMA,L,4,SKU-L-4,13,135,22420,9554
GAMMA,N,4,SKU-N-4,16,135,17643,20701
GAMMA,O,3,SKU-O-3,14,135,57834,193471
GAMMA,O,4,SKU-O-4,14,135,24809,17516
GAMMA,P,4,SKU-P-4,10,135,63694,59713
GAMMA,Q,3,SKU-Q-3,14,135,82484,46338
GAMMA,Q,4,SKU-Q-4,14,135,25159,9873
GAMMA,R,4,SKU-R-4,15,135,2739,796
GAMMA,S,4,SKU-S-4,16,135,18344,30892
GAMMA,T,4,SKU-T-4,17,135,3981,955
GAMMA,U,4,SKU-U-4,18,135,10255,4299
GAMMA,V,4,SKU-V-4,18,135,7070,21019
GAMMA,W,4,SKU-W-4,21,135,7070,4299
DELTA,A,4,SKU-A-4,1,135,19108,19538
DELTA,B,3,SKU-B-3,1,135,1911,1847
DELTA,B,4,SKU-B-4,2,135,28662,25525
DELTA,C,3,SKU-C-3,4,135,3503,1608
DELTA,C,4,SKU-C-4,4,135,117834,73455
DELTA,D,4,SKU-D-4,5,135,15924,13360
DELTA,E,4,SKU-E-4,7,135,4936,7962
DELTA,F,3,SKU-F-3,7,135,2866,4857
DELTA,F,4,SKU-F-4,8,135,85987,93965
DELTA,G,4,SKU-G-4,10,135,12739,10350
DELTA,H,3,SKU-H-3,10,135,1115,271
DELTA,H,4,SKU-H-4,10,135,49363,70096
DELTA,I,4,SKU-I-4,14,135,14331,10143
DELTA,J,3,SKU-J-3,12,135,11943,12150
DELTA,J,4,SKU-J-4,12,135,4459,1226
DELTA,K,3,SKU-K-3,12,135,14331,2006
DELTA,K,4,SKU-K-4,12,135,78025,41799
DELTA,L,3,SKU-L-3,13,135,637,287
DELTA,L,4,SKU-L-4,13,135,41401,28105
DELTA,N,3,SKU-N-3,16,135,1592,271
DELTA,N,4,SKU-N-4,16,135,19108,11720
DELTA,O,3,SKU-O-3,14,135,796,207
DELTA,O,4,SKU-O-4,14,135,22293,15223
DELTA,Q,3,SKU-Q-3,14,135,2229,796
DELTA,Q,4,SKU-Q-4,14,135,39809,38774
DELTA,R,4,SKU-R-4,15,135,4299,1433
DELTA,S,3,SKU-S-3,16,135,796,255
DELTA,S,4,SKU-S-4,16,135,28662,38885
DELTA,T,3,SKU-T-3,17,135,955,191
DELTA,T,4,SKU-T-4,17,135,10828,4490
DELTA,U,3,SKU-U-3,17,135,478,191
DELTA,U,4,SKU-U-4,18,135,15287,11783
DELTA,V,4,SKU-V-4,18,135,10191,6433
DELTA,W,4,SKU-W-4,21,135,11146,5255
EPSILON,A,4,SKU-A-4,1,135,51911,21815
EPSILON,B,3,SKU-B-3,1,135,9013,2389
EPSILON,B,4,SKU-B-4,2,135,125796,22930
EPSILON,C,3,SKU-C-3,4,135,27166,14490
EPSILON,C,4,SKU-C-4,4,135,746815,305096
EPSILON,D,4,SKU-D-4,5,135,86624,19268
EPSILON,E,3,SKU-E-3,7,135,1799,159
EPSILON,E,4,SKU-E-4,7,135,6640,3503
EPSILON,F,3,SKU-F-3,7,135,35924,27070
EPSILON,F,4,SKU-F-4,8,135,592357,142994
EPSILON,G,4,SKU-G-4,10,135,67771,14172
EPSILON,H,3,SKU-H-3,10,135,3439,159
EPSILON,H,4,SKU-H-4,10,135,191083,75796
EPSILON,I,3,SKU-I-3,14,135,1815,796
EPSILON,I,4,SKU-I-4,14,135,60191,17994
EPSILON,J,3,SKU-J-3,12,135,2452,4140
EPSILON,J,4,SKU-J-4,12,135,4076,2389
EPSILON,K,3,SKU-K-3,12,135,70892,9076
EPSILON,K,4,SKU-K-4,12,135,175159,43471
EPSILON,L,4,SKU-L-4,13,135,242834,85987
EPSILON,N,3,SKU-N-3,16,135,3471,796
EPSILON,N,4,SKU-N-4,16,135,86624,26911
EPSILON,O,3,SKU-O-3,14,135,6720,478
EPSILON,O,4,SKU-O-4,14,135,121847,41401
EPSILON,Q,3,SKU-Q-3,14,135,27420,13694
EPSILON,Q,4,SKU-Q-4,14,135,303248,98248
EPSILON,R,4,SKU-R-4,15,135,21338,4936
EPSILON,S,3,SKU-S-3,16,135,6369,2070
EPSILON,S,4,SKU-S-4,16,135,146178,95382
EPSILON,T,3,SKU-T-3,17,135,4299,478
EPSILON,T,4,SKU-T-4,17,135,27293,12102
EPSILON,U,3,SKU-U-3,17,135,48344,8439
EPSILON,U,4,SKU-U-4,18,135,62484,32643
EPSILON,V,4,SKU-V-4,18,135,39459,16879
EPSILON,W,4,SKU-W-4,21,135,131529,22134
ALPHA,A,4,SKU-A-4,1,136,18089,7962
ALPHA,B,3,SKU-B-3,1,136,0,796
ALPHA,B,4,SKU-B-4,2,136,23599,4459
ALPHA,C,3,SKU-C-3,4,136,573,8121
ALPHA,C,4,SKU-C-4,4,136,53503,41720
ALPHA,D,4,SKU-D-4,5,136,1911,159
ALPHA,E,4,SKU-E-4,7,136,1322,955
ALPHA,F,4,SKU-F-4,8,136,28471,7962
ALPHA,G,4,SKU-G-4,10,136,1545,318
ALPHA,H,4,SKU-H-4,10,136,17389,5255
ALPHA,I,4,SKU-I-4,14,136,5064,1592
ALPHA,K,3,SKU-K-3,12,136,0,637
ALPHA,K,4,SKU-K-4,12,136,7548,13854
ALPHA,L,4,SKU-L-4,13,136,11083,2866
ALPHA,N,4,SKU-N-4,16,136,2611,1752
ALPHA,O,4,SKU-O-4,14,136,3408,637
ALPHA,Q,4,SKU-Q-4,14,136,4586,3662
ALPHA,S,4,SKU-S-4,16,136,2086,318
ALPHA,T,4,SKU-T-4,17,136,191,159
ALPHA,V,4,SKU-V-4,18,136,876,159
BETA,A,4,SKU-A-4,1,136,541,3025
BETA,B,4,SKU-B-4,2,136,0,796
BETA,C,4,SKU-C-4,4,136,1783,3344
BETA,D,4,SKU-D-4,5,136,64,1115
BETA,E,4,SKU-E-4,7,136,191,318
BETA,F,4,SKU-F-4,8,136,64,3185
BETA,G,4,SKU-G-4,10,136,573,796
BETA,H,4,SKU-H-4,10,136,0,1911
BETA,I,4,SKU-I-4,14,136,255,796
BETA,K,4,SKU-K-4,12,136,64,796
BETA,L,4,SKU-L-4,13,136,0,1115
BETA,N,4,SKU-N-4,16,136,64,3822
BETA,O,4,SKU-O-4,14,136,0,637
BETA,Q,4,SKU-Q-4,14,136,0,318
BETA,S,4,SKU-S-4,16,136,318,1752
BETA,U,4,SKU-U-4,18,136,0,478
GAMMA,A,3,SKU-A-3,1,136,30414,49363
GAMMA,A,4,SKU-A-4,1,136,126783,46178
GAMMA,B,3,SKU-B-3,1,136,26115,17197
GAMMA,B,4,SKU-B-4,2,136,76194,36465
GAMMA,C,3,SKU-C-3,4,136,19443,20701
GAMMA,C,4,SKU-C-4,4,136,230780,83917
GAMMA,D,4,SKU-D-4,5,136,29188,9395
GAMMA,E,4,SKU-E-4,7,136,4682,478
GAMMA,F,3,SKU-F-3,7,136,9554,4618
GAMMA,F,4,SKU-F-4,8,136,124013,66083
GAMMA,G,4,SKU-G-4,10,136,15239,3344
GAMMA,H,3,SKU-H-3,10,136,3439,3662
GAMMA,H,4,SKU-H-4,10,136,160701,43312
GAMMA,I,4,SKU-I-4,14,136,19443,5732
GAMMA,J,4,SKU-J-4,12,136,669,796
GAMMA,K,3,SKU-K-3,12,136,15924,23726
GAMMA,K,4,SKU-K-4,12,136,54076,29299
GAMMA,L,4,SKU-L-4,13,136,27850,15287
GAMMA,N,4,SKU-N-4,16,136,24411,6210
GAMMA,O,3,SKU-O-3,14,136,81879,16720
GAMMA,O,4,SKU-O-4,14,136,29475,5892
GAMMA,P,4,SKU-P-4,10,136,112261,19108
GAMMA,Q,3,SKU-Q-3,14,136,24682,10350
GAMMA,Q,4,SKU-Q-4,14,136,24363,18631
GAMMA,R,4,SKU-R-4,15,136,2611,478
GAMMA,S,4,SKU-S-4,16,136,24506,4459
GAMMA,T,4,SKU-T-4,17,136,5446,2229
GAMMA,U,3,SKU-U-3,17,136,987,1433
GAMMA,U,4,SKU-U-4,18,136,13328,3503
GAMMA,V,4,SKU-V-4,18,136,6465,5096
GAMMA,W,4,SKU-W-4,21,136,9363,3822
DELTA,A,4,SKU-A-4,1,136,28662,16178
DELTA,B,4,SKU-B-4,2,136,39809,19506
DELTA,C,4,SKU-C-4,4,136,133758,78503
DELTA,D,4,SKU-D-4,5,136,14331,7484
DELTA,E,4,SKU-E-4,7,136,4299,2229
DELTA,F,3,SKU-F-3,7,136,796,955
DELTA,F,4,SKU-F-4,8,136,105096,36959
DELTA,G,3,SKU-G-3,11,136,191,80
DELTA,G,4,SKU-G-4,10,136,14331,7229
DELTA,H,3,SKU-H-3,10,136,2229,573
DELTA,H,4,SKU-H-4,10,136,52548,26608
DELTA,I,4,SKU-I-4,14,136,14331,7341
DELTA,J,3,SKU-J-3,12,136,6369,12484
DELTA,J,4,SKU-J-4,12,136,2070,398
DELTA,K,4,SKU-K-4,12,136,97134,20860
DELTA,L,4,SKU-L-4,13,136,44586,20096
DELTA,N,3,SKU-N-3,16,136,1115,271
DELTA,N,4,SKU-N-4,16,136,20701,13662
DELTA,O,4,SKU-O-4,14,136,28662,10032
DELTA,Q,3,SKU-Q-3,14,136,955,2898
DELTA,Q,4,SKU-Q-4,14,136,21497,15207
DELTA,R,4,SKU-R-4,15,136,7962,2070
DELTA,S,4,SKU-S-4,16,136,17516,7914
DELTA,T,4,SKU-T-4,17,136,10828,6131
DELTA,U,3,SKU-U-3,17,136,239,32
DELTA,U,4,SKU-U-4,18,136,14650,5573
DELTA,V,4,SKU-V-4,18,136,5892,2357
DELTA,W,4,SKU-W-4,21,136,11146,5780
EPSILON,A,4,SKU-A-4,1,136,89809,16083
EPSILON,B,3,SKU-B-3,1,136,17962,7325
EPSILON,B,4,SKU-B-4,2,136,75000,18790
EPSILON,C,3,SKU-C-3,4,136,29904,12739
EPSILON,C,4,SKU-C-4,4,136,743073,105892
EPSILON,D,4,SKU-D-4,5,136,72803,12580
EPSILON,E,3,SKU-E-3,7,136,1959,4299
EPSILON,E,4,SKU-E-4,7,136,13280,7484
EPSILON,F,3,SKU-F-3,7,136,52739,9076
EPSILON,F,4,SKU-F-4,8,136,603344,62580
EPSILON,G,3,SKU-G-3,11,136,1035,159
EPSILON,G,4,SKU-G-4,10,136,75032,15764
EPSILON,H,4,SKU-H-4,10,136,153057,38217
EPSILON,I,3,SKU-I-3,14,136,5223,1433
EPSILON,I,4,SKU-I-4,14,136,62818,11783
EPSILON,J,3,SKU-J-3,12,136,5669,23408
EPSILON,J,4,SKU-J-4,12,136,18025,6529
EPSILON,K,3,SKU-K-3,12,136,53455,7006
EPSILON,K,4,SKU-K-4,12,136,224045,90924
EPSILON,L,3,SKU-L-3,13,136,5764,2866
EPSILON,L,4,SKU-L-4,13,136,250159,64172
EPSILON,N,3,SKU-N-3,16,136,10414,1752
EPSILON,N,4,SKU-N-4,16,136,108535,21019
EPSILON,O,3,SKU-O-3,14,136,8822,1433
EPSILON,O,4,SKU-O-4,14,136,97739,31688
EPSILON,Q,3,SKU-Q-3,14,136,28567,15287
EPSILON,Q,4,SKU-Q-4,14,136,320064,73408
EPSILON,R,4,SKU-R-4,15,136,33105,3662
EPSILON,S,3,SKU-S-3,16,136,6385,1911
EPSILON,S,4,SKU-S-4,16,136,100892,39013
EPSILON,T,3,SKU-T-3,17,136,7213,1592
EPSILON,T,4,SKU-T-4,17,136,70127,11146
EPSILON,U,3,SKU-U-3,17,136,37978,4459
EPSILON,U,4,SKU-U-4,18,136,65207,82643
EPSILON,V,4,SKU-V-4,18,136,40987,12420
EPSILON,W,4,SKU-W-4,21,136,75717,42038
ALPHA,A,4,SKU-A-4,1,137,26369,11146
ALPHA,B,3,SKU-B-3,1,137,0,637
ALPHA,B,4,SKU-B-4,2,137,23025,5096
ALPHA,C,3,SKU-C-3,4,137,573,1115
ALPHA,C,4,SKU-C-4,4,137,63917,28185
ALPHA,D,4,SKU-D-4,5,137,3662,1752
ALPHA,F,4,SKU-F-4,8,137,22707,10987
ALPHA,G,4,SKU-G-4,10,137,3376,11624
ALPHA,H,4,SKU-H-4,10,137,17675,2866
ALPHA,I,4,SKU-I-4,14,137,5382,1115
ALPHA,K,4,SKU-K-4,12,137,19172,8121
ALPHA,L,4,SKU-L-4,13,137,11019,1433
ALPHA,N,4,SKU-N-4,16,137,2643,3025
ALPHA,O,4,SKU-O-4,14,137,4427,3503
ALPHA,Q,4,SKU-Q-4,14,137,4554,3025
ALPHA,R,4,SKU-R-4,15,137,318,159
ALPHA,S,4,SKU-S-4,16,137,4140,955
ALPHA,U,4,SKU-U-4,18,137,1258,159
ALPHA,W,4,SKU-W-4,21,137,541,159
BETA,A,4,SKU-A-4,1,137,621,159
BETA,C,4,SKU-C-4,4,137,2866,1115
BETA,D,4,SKU-D-4,5,137,366,1433
BETA,F,4,SKU-F-4,8,137,366,1911
BETA,G,4,SKU-G-4,10,137,334,318
BETA,H,4,SKU-H-4,10,137,127,159
BETA,I,4,SKU-I-4,14,137,143,159
BETA,L,4,SKU-L-4,13,137,80,159
BETA,N,4,SKU-N-4,16,137,191,159
BETA,O,4,SKU-O-4,14,137,64,159
BETA,S,4,SKU-S-4,16,137,382,637
GAMMA,A,4,SKU-A-4,1,137,102134,2548
GAMMA,B,3,SKU-B-3,1,137,15924,8599
GAMMA,B,4,SKU-B-4,2,137,76146,5892
GAMMA,C,3,SKU-C-3,4,137,19124,4299
GAMMA,C,4,SKU-C-4,4,137,230971,33917
GAMMA,D,4,SKU-D-4,5,137,27803,6210
GAMMA,E,4,SKU-E-4,7,137,4682,637
GAMMA,F,4,SKU-F-4,8,137,154252,25478
GAMMA,G,4,SKU-G-4,10,137,5064,796
GAMMA,H,3,SKU-H-3,10,137,1688,637
GAMMA,H,4,SKU-H-4,10,137,27946,4299
GAMMA,I,4,SKU-I-4,14,137,12771,3662
GAMMA,J,3,SKU-J-3,12,137,2389,11943
GAMMA,K,3,SKU-K-3,12,137,12532,3185
GAMMA,K,4,SKU-K-4,12,137,33758,6847
GAMMA,L,3,SKU-L-3,13,137,3981,478
GAMMA,L,4,SKU-L-4,13,137,33201,5573
GAMMA,N,4,SKU-N-4,16,137,15191,2707
GAMMA,O,3,SKU-O-3,14,137,103057,122611
GAMMA,O,4,SKU-O-4,14,137,19427,3025
GAMMA,P,4,SKU-P-4,10,137,85191,39809
GAMMA,Q,3,SKU-Q-3,14,137,84236,24682
GAMMA,Q,4,SKU-Q-4,14,137,16624,15605
GAMMA,R,4,SKU-R-4,15,137,1146,318
GAMMA,S,3,SKU-S-3,16,137,191,318
GAMMA,S,4,SKU-S-4,16,137,17166,5732
GAMMA,T,3,SKU-T-3,17,137,159,159
GAMMA,T,4,SKU-T-4,17,137,3312,955
GAMMA,U,4,SKU-U-4,18,137,8567,2070
GAMMA,V,4,SKU-V-4,18,137,2627,5892
GAMMA,W,4,SKU-W-4,21,137,2723,2070
DELTA,A,4,SKU-A-4,1,137,28662,15032
DELTA,B,4,SKU-B-4,2,137,46178,14459
DELTA,C,4,SKU-C-4,4,137,159236,83137
DELTA,D,4,SKU-D-4,5,137,17516,7261
DELTA,E,4,SKU-E-4,7,137,4618,2197
DELTA,F,3,SKU-F-3,7,137,478,127
DELTA,F,4,SKU-F-4,8,137,111465,35127
DELTA,G,4,SKU-G-4,10,137,14331,4745
DELTA,H,3,SKU-H-3,10,137,796,382
DELTA,H,4,SKU-H-4,10,137,55732,23742
DELTA,I,3,SKU-I-3,14,137,318,159
DELTA,I,4,SKU-I-4,14,137,15924,6672
DELTA,K,4,SKU-K-4,12,137,98726,23567
DELTA,L,4,SKU-L-4,13,137,47771,23025
DELTA,N,3,SKU-N-3,16,137,510,175
DELTA,N,4,SKU-N-4,16,137,20701,13710
DELTA,O,4,SKU-O-4,14,137,28662,8981
DELTA,Q,3,SKU-Q-3,14,137,955,717
DELTA,Q,4,SKU-Q-4,14,137,42994,13694
DELTA,R,4,SKU-R-4,15,137,3981,159
DELTA,S,3,SKU-S-3,16,137,796,127
DELTA,S,4,SKU-S-4,16,137,35032,9968
DELTA,T,4,SKU-T-4,17,137,10828,3822
DELTA,U,4,SKU-U-4,18,137,17197,7643
DELTA,V,4,SKU-V-4,18,137,11783,9713
DELTA,W,4,SKU-W-4,21,137,11783,5764
EPSILON,A,3,SKU-A-3,1,137,621,796
EPSILON,A,4,SKU-A-4,1,137,51911,27229
EPSILON,B,3,SKU-B-3,1,137,17962,5414
EPSILON,B,4,SKU-B-4,2,137,91481,21019
EPSILON,C,3,SKU-C-3,4,137,29904,35510
EPSILON,C,4,SKU-C-4,4,137,579857,39809
EPSILON,D,4,SKU-D-4,5,137,64968,17675
EPSILON,E,4,SKU-E-4,7,137,7436,8439
EPSILON,F,3,SKU-F-3,7,137,39554,3025
EPSILON,F,4,SKU-F-4,8,137,499602,61624
EPSILON,G,3,SKU-G-3,11,137,1019,637
EPSILON,G,4,SKU-G-4,10,137,41274,11146
EPSILON,H,4,SKU-H-4,10,137,191083,46656
EPSILON,I,3,SKU-I-3,14,137,1815,318
EPSILON,I,4,SKU-I-4,14,137,80828,18471
EPSILON,J,3,SKU-J-3,12,137,15334,51433
EPSILON,J,4,SKU-J-4,12,137,8153,3662
EPSILON,K,3,SKU-K-3,12,137,102150,4140
EPSILON,K,4,SKU-K-4,12,137,133424,33121
EPSILON,L,3,SKU-L-3,13,137,4968,1433
EPSILON,L,4,SKU-L-4,13,137,247771,81210
EPSILON,N,3,SKU-N-3,16,137,3471,1274
EPSILON,N,4,SKU-N-4,16,137,97516,26274
EPSILON,O,3,SKU-O-3,14,137,3360,955
EPSILON,O,4,SKU-O-4,14,137,129108,21178
EPSILON,Q,3,SKU-Q-3,14,137,28567,7006
EPSILON,Q,4,SKU-Q-4,14,137,501990,190287
EPSILON,R,4,SKU-R-4,15,137,10510,955
EPSILON,S,3,SKU-S-3,16,137,25541,4299
EPSILON,S,4,SKU-S-4,16,137,159363,85510
EPSILON,T,3,SKU-T-3,17,137,4299,1592
EPSILON,T,4,SKU-T-4,17,137,27293,7643
EPSILON,U,3,SKU-U-3,17,137,61226,4618
EPSILON,U,4,SKU-U-4,18,137,84936,25318
EPSILON,V,4,SKU-V-4,18,137,88567,17675
EPSILON,W,4,SKU-W-4,21,137,176815,45064
ALPHA,A,4,SKU-A-4,1,138,23089,7166
ALPHA,B,4,SKU-B-4,2,138,23981,8280
ALPHA,C,3,SKU-C-3,4,138,573,478
ALPHA,C,4,SKU-C-4,4,138,57070,31688
